 ;Area;Mean;Min;Max;X;Y
Ji_8_m;0;173;173;173;2077;468
Ji_8_m;0;170;170;170;2109;626
Ji_8_m;0;173;173;173;2113;709
Ji_8_m;0;173;173;173;2115;774
Ji_8_m;0;173;173;173;2111;837
Ji_8_m;0;173;173;173;2118;914
Ji_8_m;0;173;173;173;2123;956
Ji_8_m;0;173;173;173;2122;1017
Ji_8_m;0;173;173;173;2124;1082
Ji_8_m;0;173;173;173;2146;1382
Ji_8_m;0;173;173;173;1928;1194
Ji_8_m;0;173;173;173;1877;1125
Ji_8_m;0;173;173;173;1863;1009
Ji_8_m;0;173;173;173;1856;922
Ji_8_m;0;173;173;173;1858;873
Ji_8_m;0;173;173;173;1872;822
Ji_8_m;0;173;173;173;1879;749
Ji_8_m;0;173;173;173;1864;638
Ji_8_m;0;173;173;173;1958;565
Ji_8_m;0;173;173;173;2216;532
Ji_8_m;0;173;173;173;2314;635
Ji_8_m;0;173;173;173;2322;709
Ji_8_m;0;173;173;173;2330;771
Ji_8_m;0;173;173;173;2343;826
Ji_8_m;0;173;173;173;2351;891
Ji_8_m;0;173;173;173;2348;982
Ji_8_m;0;173;173;173;2360;1112
Ji_8_m;0;173;173;173;2343;1181
