 ;Area;Mean;Min;Max;X;Y
Ji_2_m;0;173;173;173;1950;651
Ji_2_m;0;170;170;170;1959;762
Ji_2_m;0;173;173;173;1953;864
Ji_2_m;0;173;173;173;1956;933
Ji_2_m;0;173;173;173;1953;993
Ji_2_m;0;173;173;173;1947;1062
Ji_2_m;0;173;173;173;1944;1122
Ji_2_m;0;173;173;173;1941;1176
Ji_2_m;0;173;173;173;1932;1236
Ji_2_m;0;173;173;173;1938;1503
Ji_2_m;0;173;173;173;1707;1323
Ji_2_m;0;173;173;173;1686;1239
Ji_2_m;0;173;173;173;1683;1143
Ji_2_m;0;173;173;173;1689;1071
Ji_2_m;0;173;173;173;1710;1002
Ji_2_m;0;173;173;173;1698;945
Ji_2_m;0;173;173;173;1719;858
Ji_2_m;0;173;173;173;1746;786
Ji_2_m;0;173;173;173;1818;723
Ji_2_m;0;173;173;173;2082;735
Ji_2_m;0;173;173;173;2139;816
Ji_2_m;0;173;173;173;2160;891
Ji_2_m;0;173;173;173;2178;972
Ji_2_m;0;173;173;173;2178;1029
Ji_2_m;0;173;173;173;2184;1092
Ji_2_m;0;173;173;173;2184;1164
Ji_2_m;0;173;173;173;2172;1269
Ji_2_m;0;173;173;173;2130;1356
