 ;Area;Mean;Min;Max;X;Y
Ji_4_m;0;173;173;173;1965;532
Ji_4_m;0;170;170;170;1980;709
Ji_4_m;0;173;173;173;1972;790
Ji_4_m;0;173;173;173;1966;861
Ji_4_m;0;173;173;173;1961;939
Ji_4_m;0;173;173;173;1954;1011
Ji_4_m;0;173;173;173;1952;1074
Ji_4_m;0;173;173;173;1950;1138
Ji_4_m;0;173;173;173;1943;1206
Ji_4_m;0;173;173;173;1914;1522
Ji_4_m;0;173;173;173;1695;1332
Ji_4_m;0;173;173;173;1665;1214
Ji_4_m;0;173;173;173;1672;1078
Ji_4_m;0;173;173;173;1677;1005
Ji_4_m;0;173;173;173;1699;946
Ji_4_m;0;173;173;173;1708;878
Ji_4_m;0;173;173;173;1712;800
Ji_4_m;0;173;173;173;1737;690
Ji_4_m;0;173;173;173;1826;620
Ji_4_m;0;173;173;173;2095;611
Ji_4_m;0;173;173;173;2162;723
Ji_4_m;0;173;173;173;2186;814
Ji_4_m;0;173;173;173;2195;903
Ji_4_m;0;173;173;173;2187;987
Ji_4_m;0;173;173;173;2209;1045
Ji_4_m;0;173;173;173;2209;1114
Ji_4_m;0;173;173;173;2187;1264
Ji_4_m;0;173;173;173;2147;1338
