ID;Area;Mean;Min;Max;X;Y
Jp_8_f;0;173;173;173;871.667;1640.000
Jp_8_f;0;173;173;173;915.667;1453.333
Jp_8_f;0;173;173;173;953.000;1301.000
Jp_8_f;0;173;173;173;979.667;1122.333
Jp_8_f;0;173;173;173;1010.333;999.667
Jp_8_f;0;173;173;173;1029.000;866.000
Jp_8_f;0;173;173;173;1045.000;763.667
Jp_8_f;0;173;173;173;1055.667;708.333
Jp_8_f;0;173;173;173;1085.000;569.333
Jp_8_f;0;173;173;173;1131.667;168.000
Jp_8_f;0;173;173;173;841.000;408.000
Jp_8_f;0;173;173;173;775.667;510.333
Jp_8_f;0;173;173;173;726.333;666.333
Jp_8_f;0;173;173;173;705.000;766.000
Jp_8_f;0;173;173;173;650.333;864.667
Jp_8_f;0;173;173;173;630.333;1011.333
Jp_8_f;0;173;173;173;614.333;1179.333
Jp_8_f;0;173;173;173;651.667;1361.667
Jp_8_f;0;173;173;173;735.667;1501.667
Jp_8_f;0;173;173;173;1038.333;1541.667
Jp_8_f;0;173;173;173;1182.333;1467.000
Jp_8_f;0;173;173;173;1262.333;1325.667
Jp_8_f;0;173;173;173;1347.000;1148.000
Jp_8_f;0;173;173;173;1359.000;974.000
Jp_8_f;0;173;173;173;1359.000;848.000
Jp_8_f;0;173;173;173;1367.000;754.000
Jp_8_f;0;173;173;173;1391.000;599.000
Jp_8_f;0;173;173;173;1357.000;493.000
