ID;Area;Mean;Min;Max;X;Y
Jp_4_m;0;173;173;173;1848;499
Jp_4_m;0;170;170;170;1866;630
Jp_4_m;0;173;173;173;1864;716
Jp_4_m;0;173;173;173;1859;769
Jp_4_m;0;173;173;173;1859;831
Jp_4_m;0;173;173;173;1858;889
Jp_4_m;0;173;173;173;1857;948
Jp_4_m;0;173;173;173;1855;1005
Jp_4_m;0;173;173;173;1857;1045
Jp_4_m;0;173;173;173;1857;1324
Jp_4_m;0;173;173;173;1657;1157
Jp_4_m;0;173;173;173;1655;1088
Jp_4_m;0;173;173;173;1651;1007
Jp_4_m;0;173;173;173;1647;931
Jp_4_m;0;173;173;173;1652;868
Jp_4_m;0;173;173;173;1647;792
Jp_4_m;0;173;173;173;1666;731
Jp_4_m;0;173;173;173;1676;655
Jp_4_m;0;173;173;173;1740;583
Jp_4_m;0;173;173;173;1967;574
Jp_4_m;0;173;173;173;2030;649
Jp_4_m;0;173;173;173;2038;722
Jp_4_m;0;173;173;173;2036;795
Jp_4_m;0;173;173;173;2041;851
Jp_4_m;0;173;173;173;2045;917
Jp_4_m;0;173;173;173;2040;991
Jp_4_m;0;173;173;173;2034;1060
Jp_4_m;0;173;173;173;2040;1129
