ID;Area;Mean;Min;Max;X;Y
Jp_5_m;0;173;173;173;1958;522
Jp_5_m;0;170;170;170;1929;653
Jp_5_m;0;173;173;173;1914;764
Jp_5_m;0;173;173;173;1902;833
Jp_5_m;0;173;173;173;1894;906
Jp_5_m;0;173;173;173;1880;970
Jp_5_m;0;173;173;173;1875;1027
Jp_5_m;0;173;173;173;1869;1079
Jp_5_m;0;173;173;173;1854;1165
Jp_5_m;0;173;173;173;1822;1446
Jp_5_m;0;173;173;173;1646;1240
Jp_5_m;0;173;173;173;1623;1177
Jp_5_m;0;173;173;173;1645;1070
Jp_5_m;0;173;173;173;1664;974
Jp_5_m;0;173;173;173;1678;910
Jp_5_m;0;173;173;173;1701;835
Jp_5_m;0;173;173;173;1705;750
Jp_5_m;0;173;173;173;1731;660
Jp_5_m;0;173;173;173;1809;581
Jp_5_m;0;173;173;173;2068;640
Jp_5_m;0;173;173;173;2096;737
Jp_5_m;0;173;173;173;2091;825
Jp_5_m;0;173;173;173;2083;891
Jp_5_m;0;173;173;173;2069;955
Jp_5_m;0;173;173;173;2066;1011
Jp_5_m;0;173;173;173;2066;1087
Jp_5_m;0;173;173;173;2072;1189
Jp_5_m;0;173;173;173;2065;1251
