ID;Area;Mean;Min;Max;X;Y
Ja_2_m;0;173;173;173;1620.000;609.000
Ja_2_m;0;170;170;170;1640.500;761.500
Ja_2_m;0;173;173;173;1646.500;875.500
Ja_2_m;0;173;173;173;1634.500;935.500
Ja_2_m;0;173;173;173;1649.500;1010.500
Ja_2_m;0;173;173;173;1649.500;1073.500
Ja_2_m;0;173;173;173;1649.500;1118.500
Ja_2_m;0;173;173;173;1646.500;1160.500
Ja_2_m;0;173;173;173;1652.500;1202.500
Ja_2_m;0;173;173;173;1655.500;1445.500
Ja_2_m;0;173;173;173;1436.500;1271.500
Ja_2_m;0;173;173;173;1433.500;1202.500
Ja_2_m;0;173;173;173;1433.500;1145.500
Ja_2_m;0;173;173;173;1427.500;1106.500
Ja_2_m;0;173;173;173;1412.500;1052.500
Ja_2_m;0;173;173;173;1415.500;983.500
Ja_2_m;0;173;173;173;1421.500;911.500
Ja_2_m;0;173;173;173;1412.500;815.500
Ja_2_m;0;173;173;173;1508.500;737.500
Ja_2_m;0;173;173;173;1754.500;737.500
Ja_2_m;0;173;173;173;1832.500;803.500
Ja_2_m;0;173;173;173;1847.500;890.500
Ja_2_m;0;173;173;173;1856.500;968.500
Ja_2_m;0;173;173;173;1862.500;1043.500
Ja_2_m;0;173;173;173;1850.500;1088.500
Ja_2_m;0;173;173;173;1832.500;1124.500
Ja_2_m;0;173;173;173;1841.500;1169.500
Ja_2_m;0;173;173;173;1862.500;1256.500
