ID;Area;Mean;Min;Max;X;Y
Jp_7_m;0;173;173;173;1925;627
Jp_7_m;0;170;170;170;1907;745
Jp_7_m;0;173;173;173;1891;828
Jp_7_m;0;173;173;173;1882;897
Jp_7_m;0;173;173;173;1871;964
Jp_7_m;0;173;173;173;1866;1020
Jp_7_m;0;173;173;173;1858;1084
Jp_7_m;0;173;173;173;1852;1149
Jp_7_m;0;173;173;173;1843;1215
Jp_7_m;0;173;173;173;1825;1470
Jp_7_m;0;173;173;173;1653;1309
Jp_7_m;0;173;173;173;1626;1240
Jp_7_m;0;173;173;173;1652;1115
Jp_7_m;0;173;173;173;1663;1052
Jp_7_m;0;173;173;173;1675;983
Jp_7_m;0;173;173;173;1676;917
Jp_7_m;0;173;173;173;1693;843
Jp_7_m;0;173;173;173;1727;759
Jp_7_m;0;173;173;173;1797;680
Jp_7_m;0;173;173;173;2026;718
Jp_7_m;0;173;173;173;2055;811
Jp_7_m;0;173;173;173;2077;882
Jp_7_m;0;173;173;173;2065;966
Jp_7_m;0;173;173;173;2062;1019
Jp_7_m;0;173;173;173;2069;1089
Jp_7_m;0;173;173;173;2054;1166
Jp_7_m;0;173;173;173;2049;1253
Jp_7_m;0;173;173;173;2005;1322
