ID;Area;Mean;Min;Max;X;Y
Ji_3_m;0;173;173;173;1894.667;598.667
Ji_3_m;0;170;170;170;1934.667;760
Ji_3_m;0;173;173;173;1936;822.667
Ji_3_m;0;173;173;173;1933.333;880
Ji_3_m;0;173;173;173;1929.333;937.333
Ji_3_m;0;173;173;173;1933.333;982.667
Ji_3_m;0;173;173;173;1930.667;1049.333
Ji_3_m;0;173;173;173;1929.333;1120
Ji_3_m;0;173;173;173;1930.667;1193.333
Ji_3_m;0;173;173;173;1910.667;1427.667
Ji_3_m;0;173;173;173;1724;1243.667
Ji_3_m;0;173;173;173;1706.667;1193
Ji_3_m;0;173;173;173;1713.333;1085
Ji_3_m;0;173;173;173;1720;1009
Ji_3_m;0;173;173;173;1725.333;959.667
Ji_3_m;0;173;173;173;1728;903.667
Ji_3_m;0;173;173;173;1725.333;837
Ji_3_m;0;173;173;173;1738.667;751.333
Ji_3_m;0;173;173;173;1796;687.333
Ji_3_m;0;173;173;173;1996;686
Ji_3_m;0;173;173;173;2080;762
Ji_3_m;0;173;173;173;2096;843.333
Ji_3_m;0;173;173;173;2098.667;896.667
Ji_3_m;0;173;173;173;2102.667;948.667
Ji_3_m;0;173;173;173;2109.333;1010
Ji_3_m;0;173;173;173;2118.667;1091.333
Ji_3_m;0;173;173;173;2118.667;1183.333
Ji_3_m;0;173;173;173;2100;1266
