 ,Area,Mean,Min,Max,X,Y
1,0,173,173,173,1941.000,681.000
2,0,170,170,170,1905.000,841.667
3,0,173,173,173,1891.667,930.667
4,0,173,173,173,1885.000,1002.333
5,0,173,173,173,1869.000,1071.000
6,0,173,173,173,1862.333,1115.000
7,0,173,173,173,1859.667,1162.333
8,0,173,173,173,1850.333,1223.667
9,0,173,173,173,1842.333,1289.000
10,0,173,173,173,1787.667,1575.667
11,0,173,173,173,1626.333,1389.000
12,0,173,173,173,1617.000,1315.667
13,0,173,173,173,1626.333,1202.333
14,0,173,173,173,1642.333,1120.000
15,0,173,173,173,1649.000,1061.667
16,0,173,173,173,1662.333,1002.333
17,0,173,173,173,1685.000,927.000
18,0,173,173,173,1713.000,839.333
19,0,173,173,173,1799.667,759.333
20,0,173,173,173,2053.000,815.333
21,0,173,173,173,2077.000,914.000
22,0,173,173,173,2098.333,995.333
23,0,173,173,173,2083.667,1075.333
24,0,173,173,173,2071.667,1131.667
25,0,173,173,173,2071.667,1186.333
26,0,173,173,173,2054.333,1259.667
27,0,173,173,173,2049.000,1351.667
28,0,173,173,173,2034.333,1425.000
