 ,Area,Mean,Min,Max,X,Y
1,0,173,173,173,2101,666
2,0,170,170,170,2106,800
3,0,173,173,173,2089,902
4,0,173,173,173,2086,987
5,0,173,173,173,2082,1047
6,0,173,173,173,2073,1108
7,0,173,173,173,2064,1160
8,0,173,173,173,2046,1223
9,0,173,173,173,2028,1302
10,0,173,173,173,2000,1643
11,0,173,173,173,1789,1399
12,0,173,173,173,1798,1293
13,0,173,173,173,1825,1198
14,0,173,173,173,1827,1127
15,0,173,173,173,1839,1055
16,0,173,173,173,1844,987
17,0,173,173,173,1843,904
18,0,173,173,173,1861,802
19,0,173,173,173,1952,727
20,0,173,173,173,2235,764
21,0,173,173,173,2289,850
22,0,173,173,173,2290,945
23,0,173,173,173,2292,1018
24,0,173,173,173,2274,1100
25,0,173,173,173,2266,1166
26,0,173,173,173,2271,1263
27,0,173,173,173,2254,1364
28,0,173,173,173,2244,1452
