 ,Area,Mean,Min,Max,X,Y
1,0,173,173,173,1848,499
2,0,170,170,170,1866,630
3,0,173,173,173,1864,716
4,0,173,173,173,1859,769
5,0,173,173,173,1859,831
6,0,173,173,173,1858,889
7,0,173,173,173,1857,948
8,0,173,173,173,1855,1005
9,0,173,173,173,1857,1045
10,0,173,173,173,1857,1324
11,0,173,173,173,1657,1157
12,0,173,173,173,1655,1088
13,0,173,173,173,1651,1007
14,0,173,173,173,1647,931
15,0,173,173,173,1652,868
16,0,173,173,173,1647,792
17,0,173,173,173,1666,731
18,0,173,173,173,1676,655
19,0,173,173,173,1740,583
20,0,173,173,173,1967,574
21,0,173,173,173,2030,649
22,0,173,173,173,2038,722
23,0,173,173,173,2036,795
24,0,173,173,173,2041,851
25,0,173,173,173,2045,917
26,0,173,173,173,2040,991
27,0,173,173,173,2034,1060
28,0,173,173,173,2040,1129
