 ,Area,Mean,Min,Max,X,Y
1,0,173,173,173,1909.333,524.000
2,0,170,170,170,1892.000,617.333
3,0,173,173,173,1877.333,705.333
4,0,173,173,173,1861.333,769.333
5,0,173,173,173,1856.000,820.000
6,0,173,173,173,1850.667,876.000
7,0,173,173,173,1841.333,921.333
8,0,173,173,173,1838.667,976.000
9,0,173,173,173,1820.000,1054.667
10,0,173,173,173,1770.667,1323.667
11,0,173,173,173,1610.667,1108.333
12,0,173,173,173,1606.667,1028.333
13,0,173,173,173,1632.000,949.667
14,0,173,173,173,1661.333,889.667
15,0,173,173,173,1665.333,835.333
16,0,173,173,173,1676.000,763.333
17,0,173,173,173,1688.000,706.000
18,0,173,173,173,1720.000,620.000
19,0,173,173,173,1780.000,554.667
20,0,173,173,173,1993.333,589.333
21,0,173,173,173,2030.667,657.333
22,0,173,173,173,2048.000,741.333
23,0,173,173,173,2041.333,810.667
24,0,173,173,173,2033.333,876.000
25,0,173,173,173,2044.000,944.000
26,0,173,173,173,2036.000,1013.000
27,0,173,173,173,2010.667,1107.667
28,0,173,173,173,1989.333,1170.333
