 ,Area,Mean,Min,Max,X,Y
1,0,173,173,173,872.667,1648.667
2,0,173,173,173,910.000,1464.667
3,0,173,173,173,946.000,1280.667
4,0,173,173,173,970.000,1138.333
5,0,173,173,173,1007.333,961.000
6,0,173,173,173,1038.000,799.667
7,0,173,173,173,1055.333,717.000
8,0,173,173,173,1074.000,624.667
9,0,173,173,173,1112.667,493.333
10,0,173,173,173,1176.667,130.667
11,0,173,173,173,867.333,275.333
12,0,173,173,173,798.000,395.000
13,0,173,173,173,731.333,554.000
14,0,173,173,173,694.000,697.667
15,0,173,173,173,663.333,769.667
16,0,173,173,173,630.000,934.000
17,0,173,173,173,591.333,1128.333
18,0,173,173,173,615.333,1286.333
19,0,173,173,173,714.000,1445.667
20,0,173,173,173,1075.333,1520.333
21,0,173,173,173,1203.333,1436.333
22,0,173,173,173,1278.000,1280.333
23,0,173,173,173,1354.000,1107.000
24,0,173,173,173,1372.667,950.667
25,0,173,173,173,1386.000,837.000
26,0,173,173,173,1399.333,704.667
27,0,173,173,173,1422.000,544.333
28,0,173,173,173,1416.667,398.667
