 ,Area,Mean,Min,Max,X,Y
1,0,173,173,173,953,1567
2,0,173,173,173,984,1366
3,0,173,173,173,999,1229
4,0,173,173,173,1006,1086
5,0,173,173,173,1037,926
6,0,173,173,173,1060,791
7,0,173,173,173,1072,695
8,0,173,173,173,1087,597
9,0,173,173,173,1110,479
10,0,173,173,173,1136,109
11,0,173,173,173,858,314
12,0,173,173,173,777,434
13,0,173,173,173,744,578
14,0,173,173,173,731,677
15,0,173,173,173,700,783
16,0,173,173,173,672,935
17,0,173,173,173,655,1107
18,0,173,173,173,717,1278
19,0,173,173,173,812,1392
20,0,173,173,173,1125,1430
21,0,173,173,173,1243,1353
22,0,173,173,173,1341,1197
23,0,173,173,173,1382,1034
24,0,173,173,173,1379,899
25,0,173,173,173,1369,794
26,0,173,173,173,1399,706
27,0,173,173,173,1418,518
28,0,173,173,173,1371,371
