 ,Area,Mean,Min,Max,X,Y
1,0,173,173,173,871.667,1640.000
2,0,173,173,173,915.667,1453.333
3,0,173,173,173,953.000,1301.000
4,0,173,173,173,979.667,1122.333
5,0,173,173,173,1010.333,999.667
6,0,173,173,173,1029.000,866.000
7,0,173,173,173,1045.000,763.667
8,0,173,173,173,1055.667,708.333
9,0,173,173,173,1085.000,569.333
10,0,173,173,173,1131.667,168.000
11,0,173,173,173,841.000,408.000
12,0,173,173,173,775.667,510.333
13,0,173,173,173,726.333,666.333
14,0,173,173,173,705.000,766.000
15,0,173,173,173,650.333,864.667
16,0,173,173,173,630.333,1011.333
17,0,173,173,173,614.333,1179.333
18,0,173,173,173,651.667,1361.667
19,0,173,173,173,735.667,1501.667
20,0,173,173,173,1038.333,1541.667
21,0,173,173,173,1182.333,1467.000
22,0,173,173,173,1262.333,1325.667
23,0,173,173,173,1347.000,1148.000
24,0,173,173,173,1359.000,974.000
25,0,173,173,173,1359.000,848.000
26,0,173,173,173,1367.000,754.000
27,0,173,173,173,1391.000,599.000
28,0,173,173,173,1357.000,493.000
