N cont;N mid;L;Species;status
40H3;1629;25;ME;alive
40H3;1630;21;MT;alive
40H3;1631;25;MT;alive
40H3;1632;26;ME;alive
40H3;1633;25;ME;alive
40H3;1634;24;MT;alive
40H3;1635;25;ME;alive
40H3;1636;30;ME;alive
40H3;1637;36;ME;alive
40H3;1638;21;MT;alive
40H3;1639;27;ME;alive
40H3;1640;27;ME;alive
40H3;1641;24;ME;alive
40H3;1642;25;ME;alive
40H3;1643;25;MT;alive
40H3;1644;31;ME;alive
40H3;1645;28;ME;alive
40H3;1646;29;ME;alive
40H3;1647;22;MT;alive
40H3;1648;25;MT;alive
40H3;1649;23;MT;alive
40H3;1650;21;MT;alive
40H3;1651;33;MT;dead
40H3;1652;35;MT;dead
40H3;1653;26;MT;dead
40H3;1654;27;MT;dead
40H3;1655;22;MT;dead
40H3;1656;26;MT;dead
40H3;1657;33;MT;dead
40H3;1658;24;MT;dead
40H3;1659;29;MT;dead
40H3;1660;24;MT;dead
40H3;1661;21;MT;dead
40H3;1662;30;MT;dead
40H3;1663;21;MT;dead
40H3;1664;22;MT;dead
40H3;1665;23;MT;dead
40H3;1666;23;MT;dead
40H3;1667;24;MT;dead
40H3;1668;26;MT;dead
40H3;1669;24;MT;dead
40H3;1670;22;MT;dead
40H3;1671;24;ME;dead
40H3;1672;31;ME;dead
40H3;1673;27;ME;dead
40H3;1674;19;ME;dead
40H3;1675;24;ME;dead
K20;1676;22;MT;dead
K20;1677;25;MT;dead
K20;1678;21;MT;dead
K20;1679;NA;MT;dead
K20;1680;NA;MT;dead
K20;1681;NA;MT;dead
K20;1682;30;ME;dead
K20;1683;31;ME;dead
K20;1684;25;ME;dead
K20;1685;31;ME;dead
K20;1686;24;ME;dead
K20;1687;24;ME;dead
K20;1688;32;ME;dead
K20;1689;33;MT;alive
K20;1690;23;MT;alive
K20;1691;23;MT;alive
K20;1692;21;ME;alive
K20;1693;25;MT;alive
K20;1694;25;ME;alive
K20;1695;27;MT;alive
K20;1696;37;ME;alive
K20;1697;26;MT;alive
K20;1698;22;ME;alive
K20;1699;34;MT;alive
K20;1700;36;ME;alive
K20;1701;36;ME;alive
K20;1702;21;MT;alive
K20;1703;25;MT;alive
K20;1704;28;MT;alive
K20;1705;26;ME;alive
K20;1706;23;MT;alive
K20;1707;33;ME;alive
K20;1708;28;ME;alive
K20;1709;28;ME;alive
K20;1710;25;MT;alive
K20;1711;32;MT;alive
K20;1712;30;MT;alive
K20;1713;29;ME;alive
K20;1714;30;ME;alive
K20;1715;31;ME;alive
K20;1716;25;MT;alive
K20;1717;22;MT;alive
K20;1718;26;MT;alive
K20;1719;22;MT;alive
K20;1720;27;MT;alive
K20;1721;23;MT;alive
K20;1722;20;MT;alive
K20;1723;25;MT;alive
K20;1724;20;MT;alive
K20;1725;29;ME;alive
K20;1726;26;ME;alive
K20;1727;22;MT;alive
K20;1728;29;ME;alive
K20;1729;30;ME;alive
K20;1730;22;MT;alive
K20;1731;23;MT;alive
K20;1732;24;ME;alive
K20;1733;25;MT;alive
K20;1734;29;MT;alive
K20;1735;34;ME;alive
K20;1736;31;ME;alive
K20;1737;24;ME;alive
K20;1738;23;ME;alive
K20;1739;20;MT;alive
K20;1740;24;MT;alive
K20;1741;22;ME;alive
K20;1742;21;ME;alive
K20;1743;32;ME;alive
K20;1744;22;MT;alive
K20;1745;30;ME;alive
K20;1746;26;ME;alive
K20;1747;22;MT;alive
K20;1748;27;ME;alive
K20;1749;28;ME;alive
K20;1750;22;MT;alive
K20;1751;36;ME;alive
K20;1752;25;ME;alive
K20;1753;23;MT;alive
K20;1754;NA;ME;alive
K20;1755;39;MT;alive
K20;1756;30;MT;alive
K20;1757;22;ME;alive
K20;1758;23;MT;alive
K20;1759;27;MT;alive
K20;1760;24;ME;alive
K20;1761;26;MT;alive
K20;1762;25;MT;alive
K20;1763;25;ME;alive
K20;1764;29;ME;alive
K20;1765;25;MT;alive
K20;1766;25;ME;alive
K20;1767;25;ME;alive
K20;1768;22;MT;alive
K20;1769;25;ME;alive
K20;1770;23;MT;alive
K20;1771;27;MT;alive
K20;1772;22;MT;alive
K20;1773;21;MT;alive
K20;1774;28;MT;alive
K20;1775;36;ME;alive
K20;1776;23;ME;alive
K20;1777;25;ME;alive
K20;1778;28;ME;alive
K20;1779;23;ME;alive
K20;1780;25;ME;alive
K20;1781;26;ME;alive
K20;1782;22;MT;alive
K20;1783;24;ME;alive
K20;1784;27;ME;alive
K20;1785;29;ME;alive
K20;1786;23;MT;alive
K20;1787;21;MT;alive
K20;1788;19;MT;alive
K20;1789;29;MT;alive
K20;1790;22;MT;alive
K20;1791;31;ME;alive
K20;1792;31;ME;alive
K20;1793;25;MT;alive
K20;1794;24;ME;alive
K20;1795;20;MT;alive
K20;1796;25;ME;alive
K20;1797;23;MT;alive
K20;1798;27;ME;alive
K20;1799;24;MT;alive
K20;1800;24;ME;alive
K20;1801;18;MT;alive
K20;1802;25;ME;alive
K20;1803;30;MT;alive
K20;1804;28;ME;alive
K20;1805;28;ME;alive
K40;1806;30;ME;dead
K40;1807;27;ME;dead
K40;1808;22;ME;dead
K40;1809;24;ME;dead
K40;1810;21;ME;dead
K40;1811;33;MT;dead
K40;1812;20;MT;dead
K40;1813;36;MT;dead
K40;1814;29;MT;dead
K40;1815;37;MT;dead
K40;1816;29;MT;dead
K40;1817;30;MT;dead
K40;1818;29;MT;dead
K40;1819;NA;MT;dead
K40;1820;20;MT;dead
K40;1821;27;MT;dead
K40;1822;26;MT;dead
K40;1823;41;MT;dead
K40;1824;21;MT;dead
K40;1825;33;MT;dead
K40;1826;20;MT;dead
K40;1827;30;MT;dead
K40;1828;29;MT;dead
K40;1829;NA;MT;dead
K40;1830;29;MT;alive
K40;1831;20;MT;alive
K40;1832;34;ME;alive
K40;1833;21;MT;alive
K40;1834;35;MT;alive
K40;1835;29;ME;alive
K40;1836;39;ME;alive
K40;1837;29;ME;alive
K40;1838;35;ME;alive
K40;1839;27;MT;alive
K40;1840;35;ME;alive
K40;1841;21;MT;alive
K40;1842;25;ME;alive
K40;1843;30;ME;alive
K40;1844;30;ME;alive
K40;1845;20;MT;alive
K40;1846;28;ME;alive
K40;1847;29;ME;alive
K40;1848;35;ME;alive
K40;1849;32;ME;alive
K40;1850;23;MT;alive
K40;1851;21;ME;alive
K40;1852;30;ME;alive
K40;1853;22;MT;alive
K40;1854;26;MT;alive
K40;1855;23;ME;alive
K40;1856;24;MT;alive
K40;1857;21;MT;alive
K40;1858;23;ME;alive
K40;1859;23;ME;alive
K40;1860;34;ME;alive
K40;1861;33;ME;alive
K40;1862;22;MT;alive
K40;1863;28;MT;alive
K40;1864;25;MT;alive
K40;1865;30;MT;alive
K40;1866;34;ME;alive
K40;1867;29;MT;alive
K40;1868;21;MT;alive
K40;1869;26;MT;alive
K40;1870;24;MT;alive
K40;1871;32;ME;alive
K40;1872;30;MT;alive
K40;1873;28;ME;alive
K40;1874;27;MT;alive
K40;1875;37;MT;alive
K40;1876;29;ME;alive
K40;1877;27;MT;alive
K40;1878;28;MT;alive
K40;1879;23;MT;alive
K40;1880;26;MT;alive
K40;1881;25;ME;alive
K40;1882;31;ME;alive
K40;1883;28;ME;alive
K40;1884;32;ME;alive
K40;1885;23;MT;alive
K40;1886;30;ME;alive
K40;1887;29;ME;alive
K40;1888;31;ME;alive
K40;1889;23;ME;alive
K40;1890;24;MT;alive
K40;1891;28;ME;alive
K40;1892;30;ME;alive
K40;1893;31;ME;alive
K40;1894;27;ME;alive
K40;1895;27;MT;alive
K40;1896;23;MT;alive
K40;1897;29;ME;alive
K40;1898;35;ME;alive
K40;1899;24;ME;alive
K40;1900;35;ME;alive
K40;1901;25;ME;alive
K40;1902;32;ME;alive
K40;1903;27;MT;alive
K40;1904;22;MT;alive
K40;1905;22;ME;alive
K40;1906;28;MT;alive
K40;1907;30;ME;alive
K40;1908;30;ME;alive
K40;1909;29;MT;alive
K40;1910;25;MT;alive
K40;1911;27;ME;alive
K40;1912;21;MT;alive
K40;1913;34;MT;alive
K40;1914;30;ME;alive
K40;1915;28;ME;alive
K40;1916;35;MT;alive
K40;1917;20;MT;alive
K40;1918;25;ME;alive
K40;1919;31;MT;alive
K40;1920;30;ME;alive
K40;1921;24;MT;alive
K40;1922;23;MT;alive
K40;1923;29;ME;alive
K40;1924;28;ME;alive
K40;1925;20;ME;alive
K40;1926;27;ME;alive
K40;1927;NA;MT;alive
K40;1928;25;ME;alive
K40;1929;25;MT;alive
K40;1930;23;ME;alive
K40;1931;24;ME;alive
