Specias;Sex;ID;Area;Mean;Min;Max;X;Y
Ji;m;Ji_4_m;0;173;173;173;1966;861
Ji;m;Ji_4_m;0;173;173;173;1961;939
Ji;m;Ji_4_m;0;173;173;173;1954;1011
Ji;m;Ji_4_m;0;173;173;173;1952;1074
Ji;m;Ji_4_m;0;173;173;173;1950;1138
Ji;m;Ji_4_m;0;173;173;173;1943;1206
Ji;m;Ji_4_m;0;173;173;173;1914;1522
Ji;m;Ji_4_m;0;173;173;173;1695;1332
Ji;m;Ji_4_m;0;173;173;173;1665;1214
Ji;m;Ji_4_m;0;173;173;173;1672;1078
Ji;m;Ji_4_m;0;173;173;173;1677;1005
Ji;m;Ji_4_m;0;173;173;173;1699;946
Ji;m;Ji_4_m;0;173;173;173;1708;878
Ji;m;Ji_4_m;0;173;173;173;1712;800
Ji;m;Ji_4_m;0;173;173;173;1737;690
Ji;m;Ji_4_m;0;173;173;173;1826;620
Ji;m;Ji_4_m;0;173;173;173;2095;611
Ji;m;Ji_4_m;0;173;173;173;2162;723
Ji;m;Ji_4_m;0;173;173;173;2186;814
Ji;m;Ji_4_m;0;173;173;173;2195;903
Ji;m;Ji_4_m;0;173;173;173;2187;987
Ji;m;Ji_4_m;0;173;173;173;2209;1045
Ji;m;Ji_4_m;0;173;173;173;2209;1114
Ji;m;Ji_4_m;0;173;173;173;2187;1264
Ji;m;Ji_4_m;0;173;173;173;2147;1338
Ji;f;Ji_5_f;0;173;173;173;669;1737
Ji;f;Ji_5_f;0;173;173;173;720;1572
Ji;f;Ji_5_f;0;173;173;173;750;1434
Ji;f;Ji_5_f;0;173;173;173;789;1290
Ji;f;Ji_5_f;0;173;173;173;822;1110
Ji;f;Ji_5_f;0;173;173;173;852;939
Ji;f;Ji_5_f;0;173;173;173;882;849
Ji;f;Ji_5_f;0;173;173;173;894.667;740
Ji;f;Ji_5_f;0;173;173;173;909.333;653.333
Ji;f;Ji_5_f;0;173;173;173;989.333;241.667
Ji;f;Ji_5_f;0;173;173;173;604;424.333
Ji;f;Ji_5_f;0;173;173;173;561.333;508.333
Ji;f;Ji_5_f;0;173;173;173;516;688.333
Ji;f;Ji_5_f;0;173;173;173;526.667;815.333
Ji;f;Ji_5_f;0;173;173;173;454.667;907.333
Ji;f;Ji_5_f;0;173;173;173;418.667;1081.667
Ji;f;Ji_5_f;0;173;173;173;406.667;1284.667
Ji;f;Ji_5_f;0;173;173;173;461.333;1476.667
Ji;f;Ji_5_f;0;173;173;173;538.667;1602.333
Ji;f;Ji_5_f;0;173;173;173;841.333;1669
Ji;f;Ji_5_f;0;173;173;173;1020;1543.667
Ji;f;Ji_5_f;0;173;173;173;1122.667;1414.333
Ji;f;Ji_5_f;0;173;173;173;1174.667;1230.333
Ji;f;Ji_5_f;0;173;173;173;1205.333;1058.667
Ji;f;Ji_5_f;0;173;173;173;1206.667;951.667
Ji;f;Ji_5_f;0;173;173;173;1218.667;842.333
Ji;f;Ji_5_f;0;173;173;173;1246.667;667.667
Ji;f;Ji_5_f;0;173;173;173;1245.333;518.333
Ji;m;Ji_5_m;0;173;173;173;2004;493
Ji;m;Ji_5_m;0;170;170;170;2019;655
Ji;m;Ji_5_m;0;173;173;173;2014;772
Ji;m;Ji_5_m;0;173;173;173;2000;857
Ji;m;Ji_5_m;0;173;173;173;1997;939
Ji;m;Ji_5_m;0;173;173;173;1996;1010
Ji;m;Ji_5_m;0;173;173;173;1992;1085
Ji;m;Ji_5_m;0;173;173;173;1986;1142
Ji;m;Ji_5_m;0;173;173;173;1982;1229
Ji;m;Ji_5_m;0;173;173;173;1977;1583
Ji;m;Ji_5_m;0;173;173;173;1712;1312
Ji;m;Ji_5_m;0;173;173;173;1685.667;1244.667
Ji;m;Ji_5_m;0;173;173;173;1699;1148.667
Ji;m;Ji_5_m;0;173;173;173;1720.333;1057
Ji;m;Ji_5_m;0;173;173;173;1737.667;947.333
Ji;m;Ji_5_m;0;173;173;173;1749.667;890.667
Ji;m;Ji_5_m;0;173;173;173;1741;806.667
Ji;m;Ji_5_m;0;173;173;173;1763.667;702
Ji;m;Ji_5_m;0;173;173;173;1895;617.333
Ji;m;Ji_5_m;0;173;173;173;2174;608.667
Ji;m;Ji_5_m;0;173;173;173;2241.333;697.333
Ji;m;Ji_5_m;0;173;173;173;2260.667;808.667
Ji;m;Ji_5_m;0;173;173;173;2254.667;908
Ji;m;Ji_5_m;0;173;173;173;2256;988
Ji;m;Ji_5_m;0;173;173;173;2259.333;1061
Ji;m;Ji_5_m;0;173;173;173;2260.667;1115.667
Ji;m;Ji_5_m;0;173;173;173;2238;1230
Ji;m;Ji_5_m;0;173;173;173;2219.333;1317.667
Ji;f;Ji_6_f;0;173;173;173;877.667;1658.667
Ji;f;Ji_6_f;0;173;173;173;848.333;1449.333
Ji;f;Ji_6_f;0;173;173;173;853.667;1317.333
Ji;f;Ji_6_f;0;173;173;173;859;1198.667
Ji;f;Ji_6_f;0;173;173;173;867;1068
Ji;f;Ji_6_f;0;173;173;173;868.333;933.667
Ji;f;Ji_6_f;0;173;173;173;867;878.667
Ji;f;Ji_6_f;0;173;173;173;857.667;760.333
Ji;f;Ji_6_f;0;173;173;173;859;680.333
Ji;f;Ji_6_f;0;173;173;173;883;274.333
Ji;f;Ji_6_f;0;173;173;173;577.667;518.667
Ji;f;Ji_6_f;0;173;173;173;547;626.667
Ji;f;Ji_6_f;0;173;173;173;545.667;761.333
Ji;f;Ji_6_f;0;173;173;173;547;867
Ji;f;Ji_6_f;0;173;173;173;513.667;944.333
Ji;f;Ji_6_f;0;173;173;173;504.333;1099.667
Ji;f;Ji_6_f;0;173;173;173;528.333;1261.667
Ji;f;Ji_6_f;0;173;173;173;571;1398
Ji;f;Ji_6_f;0;173;173;173;659;1507.333
Ji;f;Ji_6_f;0;173;173;173;1000.333;1517
Ji;f;Ji_6_f;0;173;173;173;1097.667;1410.333
Ji;f;Ji_6_f;0;173;173;173;1169.667;1270
Ji;f;Ji_6_f;0;173;173;173;1192.333;1113
Ji;f;Ji_6_f;0;173;173;173;1169.667;981.333
Ji;f;Ji_6_f;0;173;173;173;1120.333;862.667
Ji;f;Ji_6_f;0;173;173;173;1156.333;770.333
Ji;f;Ji_6_f;0;173;173;173;1149.667;619.667
Ji;f;Ji_6_f;0;173;173;173;1136.333;505
Ji;m;Ji_6_m;0;173;173;173;1776;392.333
Ji;m;Ji_6_m;0;170;170;170;1770.667;512.333
Ji;m;Ji_6_m;0;173;173;173;1762.667;605.667
Ji;m;Ji_6_m;0;173;173;173;1776;683
Ji;m;Ji_6_m;0;173;173;173;1770.667;739
Ji;m;Ji_6_m;0;173;173;173;1774.667;811
Ji;m;Ji_6_m;0;173;173;173;1777.333;869.667
Ji;m;Ji_6_m;0;173;173;173;1772;944.333
Ji;m;Ji_6_m;0;173;173;173;1774.667;1012.333
Ji;m;Ji_6_m;0;173;173;173;1768;1281
Ji;m;Ji_6_m;0;173;173;173;1564;1118.333
Ji;m;Ji_6_m;0;173;173;173;1509.333;1022.333
Ji;m;Ji_6_m;0;173;173;173;1529.333;924.333
Ji;m;Ji_6_m;0;173;173;173;1530.667;841.667
Ji;m;Ji_6_m;0;173;173;173;1538.667;779.667
Ji;m;Ji_6_m;0;173;173;173;1548;714.333
Ji;m;Ji_6_m;0;173;173;173;1545.333;653
Ji;m;Ji_6_m;0;173;173;173;1568;555.333
Ji;m;Ji_6_m;0;173;173;173;1634.667;468.667
Ji;m;Ji_6_m;0;173;173;173;1896;472.667
Ji;m;Ji_6_m;0;173;173;173;1949.333;560.667
Ji;m;Ji_6_m;0;173;173;173;1969.333;652.667
Ji;m;Ji_6_m;0;173;173;173;1980;719.667
Ji;m;Ji_6_m;0;173;173;173;1957.333;786.333
Ji;m;Ji_6_m;0;173;173;173;1968;851.667
Ji;m;Ji_6_m;0;173;173;173;1981.333;919.667
Ji;m;Ji_6_m;0;173;173;173;1974.667;1011.667
Ji;m;Ji_6_m;0;173;173;173;1937.333;1093
Ji;f;Ji_7_f;0;173;173;173;882.333;1563.333
Ji;f;Ji_7_f;0;173;173;173;883.667;1423.333
Ji;f;Ji_7_f;0;173;173;173;893;1295.333
Ji;f;Ji_7_f;0;173;173;173;901;1166
Ji;f;Ji_7_f;0;173;173;173;918.333;1023.667
Ji;f;Ji_7_f;0;173;173;173;930.333;900.333
Ji;f;Ji_7_f;0;173;173;173;931.667;823.333
Ji;f;Ji_7_f;0;173;173;173;935.667;736.667
Ji;f;Ji_7_f;0;173;173;173;954.333;634.667
Ji;f;Ji_7_f;0;173;173;173;946.333;232.667
Ji;f;Ji_7_f;0;173;173;173;682.333;427.333
Ji;f;Ji_7_f;0;173;173;173;619.667;535.333
Ji;f;Ji_7_f;0;173;173;173;599.667;698.333
Ji;f;Ji_7_f;0;173;173;173;590.333;806.333
Ji;f;Ji_7_f;0;173;173;173;561;914.333
Ji;f;Ji_7_f;0;173;173;173;506.667;1069
Ji;f;Ji_7_f;0;173;173;173;534.667;1241
Ji;f;Ji_7_f;0;173;173;173;612;1378.333
Ji;f;Ji_7_f;0;173;173;173;753.333;1483.667
Ji;f;Ji_7_f;0;173;173;173;1025.333;1485
Ji;f;Ji_7_f;0;173;173;173;1154;1391
Ji;f;Ji_7_f;0;173;173;173;1200.667;1243
Ji;f;Ji_7_f;0;173;173;173;1228.667;1074.333
Ji;f;Ji_7_f;0;173;173;173;1234;943.667
Ji;f;Ji_7_f;0;173;173;173;1222;847.667
Ji;f;Ji_7_f;0;173;173;173;1228.667;747.667
Ji;f;Ji_7_f;0;173;173;173;1230;589.333
Ji;f;Ji_7_f;0;173;173;173;1188.667;485.333
Ji;m;Ji_7_m;0;173;173;173;1863;545
Ji;m;Ji_7_m;0;170;170;170;1856.333;667
Ji;m;Ji_7_m;0;173;173;173;1853;767
Ji;m;Ji_7_m;0;173;173;173;1850.333;832
Ji;m;Ji_7_m;0;173;173;173;1851.667;887.333
Ji;m;Ji_7_m;0;173;173;173;1850.333;955.667
Ji;m;Ji_7_m;0;173;173;173;1845;1018.667
Ji;m;Ji_7_m;0;173;173;173;1844.333;1071
Ji;m;Ji_7_m;0;173;173;173;1841;1131
Ji;m;Ji_7_m;0;173;173;173;1797.667;1410.667
Ji;m;Ji_7_m;0;173;173;173;1587.667;1243
Ji;m;Ji_7_m;0;173;173;173;1581;1153.333
Ji;m;Ji_7_m;0;173;173;173;1608.333;1042.667
Ji;m;Ji_7_m;0;173;173;173;1604.333;981.333
Ji;m;Ji_7_m;0;173;173;173;1598.333;921
Ji;m;Ji_7_m;0;173;173;173;1605.667;855.667
Ji;m;Ji_7_m;0;173;173;173;1625.667;776.333
Ji;m;Ji_7_m;0;173;173;173;1641;687.667
Ji;m;Ji_7_m;0;173;173;173;1729.667;618.333
Ji;m;Ji_7_m;0;173;173;173;1963;619.667
Ji;m;Ji_7_m;0;173;173;173;2005.333;734.333
Ji;m;Ji_7_m;0;173;173;173;2020.667;819.667
Ji;m;Ji_7_m;0;173;173;173;2024;867.667
Ji;m;Ji_7_m;0;173;173;173;2026;925.333
Ji;m;Ji_7_m;0;173;173;173;2033.333;985.333
Ji;m;Ji_7_m;0;173;173;173;2041.333;1064
Ji;m;Ji_7_m;0;173;173;173;2042.667;1156.333
Ji;m;Ji_7_m;0;173;173;173;2005.333;1261
Ji;f;Ji_8_f;0;173;173;173;884.333;1562.333
Ji;f;Ji_8_f;0;173;173;173;887;1424
Ji;f;Ji_8_f;0;173;173;173;892.333;1294.667
Ji;f;Ji_8_f;0;173;173;173;903;1167.667
Ji;f;Ji_8_f;0;173;173;173;919;1024.667
Ji;f;Ji_8_f;0;173;173;173;931;894.333
Ji;f;Ji_8_f;0;173;173;173;932.333;824
Ji;f;Ji_8_f;0;173;173;173;935;740.667
Ji;f;Ji_8_f;0;173;173;173;952.333;635.667
Ji;f;Ji_8_f;0;173;173;173;947;230.667
Ji;f;Ji_8_f;0;173;173;173;681.667;430
Ji;f;Ji_8_f;0;173;173;173;620.333;535.667
Ji;f;Ji_8_f;0;173;173;173;601.667;699.667
Ji;f;Ji_8_f;0;173;173;173;592.333;804.667
Ji;f;Ji_8_f;0;173;173;173;560.333;911.333
Ji;f;Ji_8_f;0;173;173;173;508.333;1067.667
Ji;f;Ji_8_f;0;173;173;173;533.667;1243
Ji;f;Ji_8_f;0;173;173;173;612.333;1381.667
Ji;f;Ji_8_f;0;173;173;173;753.667;1484.333
Ji;f;Ji_8_f;0;173;173;173;1027;1487
Ji;f;Ji_8_f;0;173;173;173;1153.667;1391
Ji;f;Ji_8_f;0;173;173;173;1199;1245.667
Ji;f;Ji_8_f;0;173;173;173;1229.667;1075.333
Ji;f;Ji_8_f;0;173;173;173;1235;942.333
Ji;f;Ji_8_f;0;173;173;173;1223;847.667
Ji;f;Ji_8_f;0;173;173;173;1228.333;747
Ji;f;Ji_8_f;0;173;173;173;1229.667;590.333
Ji;f;Ji_8_f;0;173;173;173;1191;486
Ji;m;Ji_8_m;0;173;173;173;2077;468
Ji;m;Ji_8_m;0;170;170;170;2109;626
Ji;m;Ji_8_m;0;173;173;173;2113;709
Ji;m;Ji_8_m;0;173;173;173;2115;774
Ji;m;Ji_8_m;0;173;173;173;2111;837
Ji;m;Ji_8_m;0;173;173;173;2118;914
Ji;m;Ji_8_m;0;173;173;173;2123;956
Ji;m;Ji_8_m;0;173;173;173;2122;1017
Ji;m;Ji_8_m;0;173;173;173;2124;1082
Ji;m;Ji_8_m;0;173;173;173;2146;1382
Ji;m;Ji_8_m;0;173;173;173;1928;1194
Ji;m;Ji_8_m;0;173;173;173;1877;1125
Ji;m;Ji_8_m;0;173;173;173;1863;1009
Ji;m;Ji_8_m;0;173;173;173;1856;922
Ji;m;Ji_8_m;0;173;173;173;1858;873
Ji;m;Ji_8_m;0;173;173;173;1872;822
Ji;m;Ji_8_m;0;173;173;173;1879;749
Ji;m;Ji_8_m;0;173;173;173;1864;638
Ji;m;Ji_8_m;0;173;173;173;1958;565
Ji;m;Ji_8_m;0;173;173;173;2216;532
Ji;m;Ji_8_m;0;173;173;173;2314;635
Ji;m;Ji_8_m;0;173;173;173;2322;709
Ji;m;Ji_8_m;0;173;173;173;2330;771
Ji;m;Ji_8_m;0;173;173;173;2343;826
Ji;m;Ji_8_m;0;173;173;173;2351;891
Ji;m;Ji_8_m;0;173;173;173;2348;982
Ji;m;Ji_8_m;0;173;173;173;2360;1112
Ji;m;Ji_8_m;0;173;173;173;2343;1181
Jp;f;Jp_1_f;0;173;173;173;816.333;1506.333
Jp;f;Jp_1_f;0;173;173;173;809.667;1355.667
Jp;f;Jp_1_f;0;173;173;173;849.667;1173
Jp;f;Jp_1_f;0;173;173;173;871;1036.667
Jp;f;Jp_1_f;0;173;173;173;893.667;897.333
Jp;f;Jp_1_f;0;173;173;173;908.333;776.667
Jp;f;Jp_1_f;0;173;173;173;919;687.333
Jp;f;Jp_1_f;0;173;173;173;928.333;598
Jp;f;Jp_1_f;0;173;173;173;921.667;496.333
Jp;f;Jp_1_f;0;173;173;173;972.333;109.333
Jp;f;Jp_1_f;0;173;173;173;707;301.333
Jp;f;Jp_1_f;0;173;173;173;616.333;400.667
Jp;f;Jp_1_f;0;173;173;173;577.667;527.333
Jp;f;Jp_1_f;0;173;173;173;555;687.333
Jp;f;Jp_1_f;0;173;173;173;507;804.667
Jp;f;Jp_1_f;0;173;173;173;479;955
Jp;f;Jp_1_f;0;173;173;173;467;1122.667
Jp;f;Jp_1_f;0;173;173;173;543;1296
Jp;f;Jp_1_f;0;173;173;173;707;1416
Jp;f;Jp_1_f;0;173;173;173;964.333;1430.667
Jp;f;Jp_1_f;0;173;173;173;1108.333;1334.667
Jp;f;Jp_1_f;0;173;173;173;1223;1184
Jp;f;Jp_1_f;0;173;173;173;1234;1030
Jp;f;Jp_1_f;0;173;173;173;1235;877
Jp;f;Jp_1_f;0;173;173;173;1243;730
Jp;f;Jp_1_f;0;173;173;173;1256;584
Jp;f;Jp_1_f;0;173;173;173;1228;472
Jp;f;Jp_1_f;0;173;173;173;1200;395
Jp;m;Jp_1_m;0;173;173;173;1811;451
Jp;m;Jp_1_m;0;170;170;170;1804.333;581.667
Jp;m;Jp_1_m;0;173;173;173;1799;661.667
Jp;m;Jp_1_m;0;173;173;173;1788.333;724.333
Jp;m;Jp_1_m;0;173;173;173;1781.667;788.333
Jp;m;Jp_1_m;0;173;173;173;1773.667;851
Jp;m;Jp_1_m;0;173;173;173;1765.667;915
Jp;m;Jp_1_m;0;173;173;173;1764.333;988.333
Jp;m;Jp_1_m;0;173;173;173;1752.333;1032.333
Jp;m;Jp_1_m;0;173;173;173;1716.333;1276
Jp;m;Jp_1_m;0;173;173;173;1512.333;1098.667
Jp;m;Jp_1_m;0;173;173;173;1507;1014.667
