 ,Area,Mean,Min,Max,X,Y
1,0,173,173,173,884.333,1562.333
2,0,173,173,173,887.000,1424.000
3,0,173,173,173,892.333,1294.667
4,0,173,173,173,903.000,1167.667
5,0,173,173,173,919.000,1024.667
6,0,173,173,173,931.000,894.333
7,0,173,173,173,932.333,824.000
8,0,173,173,173,935.000,740.667
9,0,173,173,173,952.333,635.667
10,0,173,173,173,947.000,230.667
11,0,173,173,173,681.667,430.000
12,0,173,173,173,620.333,535.667
13,0,173,173,173,601.667,699.667
14,0,173,173,173,592.333,804.667
15,0,173,173,173,560.333,911.333
16,0,173,173,173,508.333,1067.667
17,0,173,173,173,533.667,1243.000
18,0,173,173,173,612.333,1381.667
19,0,173,173,173,753.667,1484.333
20,0,173,173,173,1027.000,1487.000
21,0,173,173,173,1153.667,1391.000
22,0,173,173,173,1199.000,1245.667
23,0,173,173,173,1229.667,1075.333
24,0,173,173,173,1235.000,942.333
25,0,173,173,173,1223.000,847.667
26,0,173,173,173,1228.333,747.000
27,0,173,173,173,1229.667,590.333
28,0,173,173,173,1191.000,486.000
