ID;Area;Mean;Min;Max;X;Y
Ji_3_f;0;173;173;173;870;1632
Ji_3_f;0;173;173;173;876;1494
Ji_3_f;0;173;173;173;915;1302
Ji_3_f;0;173;173;173;927;1155
Ji_3_f;0;173;173;173;939;993
Ji_3_f;0;173;173;173;945;855
Ji_3_f;0;173;173;173;945;765
Ji_3_f;0;173;173;173;945;660
Ji_3_f;0;173;173;173;939;576
Ji_3_f;0;173;173;173;993;156
Ji_3_f;0;173;173;173;693;390
Ji_3_f;0;173;173;173;621;486
Ji_3_f;0;173;173;173;576;657
Ji_3_f;0;173;173;173;573;789
Ji_3_f;0;173;173;173;543;897
Ji_3_f;0;173;173;173;513;1035
Ji_3_f;0;173;173;173;534;1218
Ji_3_f;0;173;173;173;603;1383
Ji_3_f;0;173;173;173;705;1500
Ji_3_f;0;173;173;173;1038;1518
Ji_3_f;0;173;173;173;1146;1416
Ji_3_f;0;173;173;173;1221;1254
Ji_3_f;0;173;173;173;1263;1056
Ji_3_f;0;173;173;173;1266;906
Ji_3_f;0;173;173;173;1266;813
Ji_3_f;0;173;173;173;1284;696
Ji_3_f;0;173;173;173;1269;534
Ji_3_f;0;173;173;173;1230;441
