ID;Area;Mean;Min;Max;X;Y
Jp_1_f;0;173;173;173;816.333;1506.333
Jp_1_f;0;173;173;173;809.667;1355.667
Jp_1_f;0;173;173;173;849.667;1173.000
Jp_1_f;0;173;173;173;871.000;1036.667
Jp_1_f;0;173;173;173;893.667;897.333
Jp_1_f;0;173;173;173;908.333;776.667
Jp_1_f;0;173;173;173;919.000;687.333
Jp_1_f;0;173;173;173;928.333;598.000
Jp_1_f;0;173;173;173;921.667;496.333
Jp_1_f;0;173;173;173;972.333;109.333
Jp_1_f;0;173;173;173;707.000;301.333
Jp_1_f;0;173;173;173;616.333;400.667
Jp_1_f;0;173;173;173;577.667;527.333
Jp_1_f;0;173;173;173;555.000;687.333
Jp_1_f;0;173;173;173;507.000;804.667
Jp_1_f;0;173;173;173;479.000;955.000
Jp_1_f;0;173;173;173;467.000;1122.667
Jp_1_f;0;173;173;173;543.000;1296.000
Jp_1_f;0;173;173;173;707.000;1416.000
Jp_1_f;0;173;173;173;964.333;1430.667
Jp_1_f;0;173;173;173;1108.333;1334.667
Jp_1_f;0;173;173;173;1223.000;1184.000
Jp_1_f;0;173;173;173;1234.000;1030.000
Jp_1_f;0;173;173;173;1235.000;877.000
Jp_1_f;0;173;173;173;1243.000;730.000
Jp_1_f;0;173;173;173;1256.000;584.000
Jp_1_f;0;173;173;173;1228.000;472.000
Jp_1_f;0;173;173;173;1200.000;395.000
