ID;Area;Mean;Min;Max;X;Y
Jp_5_f;0;173;173;173;960;1564
Jp_5_f;0;173;173;173;950;1352
Jp_5_f;0;173;173;173;962;1215
Jp_5_f;0;173;173;173;970;1077
Jp_5_f;0;173;173;173;992;928
Jp_5_f;0;173;173;173;994;808
Jp_5_f;0;173;173;173;1002;728
Jp_5_f;0;173;173;173;1002;644
Jp_5_f;0;173;173;173;1006;506
Jp_5_f;0;173;173;173;992;106
Jp_5_f;0;173;173;173;738;388
Jp_5_f;0;173;173;173;688;474
Jp_5_f;0;173;173;173;686;606
Jp_5_f;0;173;173;173;688;734
Jp_5_f;0;173;173;173;632;837
Jp_5_f;0;173;173;173;622;997
Jp_5_f;0;173;173;173;638;1167
Jp_5_f;0;173;173;173;696;1329
Jp_5_f;0;173;173;173;820;1427
Jp_5_f;0;173;173;173;1108;1433
Jp_5_f;0;173;173;173;1212;1345
Jp_5_f;0;173;173;173;1276;1186
Jp_5_f;0;173;173;173;1295;997
Jp_5_f;0;173;173;173;1287;831
Jp_5_f;0;173;173;173;1253;728
Jp_5_f;0;173;173;173;1258;648
Jp_5_f;0;173;173;173;1253;485
Jp_5_f;0;173;173;173;1230;385
