ID;Area;Mean;Min;Max;X;Y
Ja_2_f;0;173;173;173;636;1818
Ja_2_f;0;173;173;173;674.5;1655.5
Ja_2_f;0;173;173;173;671.5;1487.5
Ja_2_f;0;173;173;173;683.5;1382.5
Ja_2_f;0;173;173;173;695.5;1202.5
Ja_2_f;0;173;173;173;710.5;1040.5
Ja_2_f;0;173;173;173;704.5;938.5
Ja_2_f;0;173;173;173;704.5;827.5
Ja_2_f;0;173;173;173;701.5;692.5
Ja_2_f;0;173;173;173;764.5;296.5
Ja_2_f;0;173;173;173;431.5;524.5
Ja_2_f;0;173;173;173;410.5;599.5
Ja_2_f;0;173;173;173;374.5;776.5
Ja_2_f;0;173;173;173;335.5;923.5
Ja_2_f;0;173;173;173;329.5;1031.5
Ja_2_f;0;173;173;173;305.5;1193.5
Ja_2_f;0;173;173;173;314.5;1364.5
Ja_2_f;0;173;173;173;377.5;1553.5
Ja_2_f;0;173;173;173;494.5;1676.5
Ja_2_f;0;173;173;173;842.5;1703.5
Ja_2_f;0;173;173;173;974.5;1625.5
Ja_2_f;0;173;173;173;1019.5;1439.5
Ja_2_f;0;173;173;173;1082.5;1280.5
Ja_2_f;0;173;173;173;1112.5;1121.5
Ja_2_f;0;173;173;173;1070.5;986.5
Ja_2_f;0;173;173;173;1082.5;842.5
Ja_2_f;0;173;173;173;1079.5;698.5
Ja_2_f;0;173;173;173;1040.5;572.5
